Month,DNI,Cloud Type,Dew Point,Solar Zenith Angle,Wind Speed,Relative Humidity,Temperature,Pressure
5,0,4,10,107.62,0.8,98.32,12,920
5,0,1,10,109.78,0.7,98.3,11,920
5,0,8,10,111.35,0.6,98.52,11,920
5,0,7,10,112.27,0.5,98.5,11,920
5,0,7,10,112.51,0.5,98.6,11,920
5,0,7,10,112.08,0.6,98.59,11,920
5,0,7,10,110.98,0.7,98.41,11,920
5,0,8,9,109.24,0.8,100,11,920
5,0,7,9,106.92,0.9,100,11,920
5,0,7,9,104.07,1,100,11,920
5,0,7,9,100.76,1.2,100,11,920
5,0,7,9,97.04,1.4,100,11,920
5,0,7,9,92.97,1.7,100,11,920
5,0,7,9,88.61,2,100,11,920
5,0,7,10,84.02,2.3,98.76,11,920
5,42,7,10,79.23,2.5,98.77,11,920
5,160,7,10,74.29,2.7,99.99,12,920
5,0,8,10,69.24,2.7,99.99,12,920
5,0,8,11,64.11,2.8,95.34,13,920
5,112,8,11,58.96,3,89.3,13,920
5,144,8,10,53.82,3.3,80.6,14,920
5,97,8,10,48.74,3.5,80.6,15,920
5,84,4,9,43.81,3.8,69.4,16,920
5,161,4,9,39.11,3.8,65.11,16,920
5,7,4,8,34.78,3.9,58.04,17,920
5,36,4,8,30.99,3.9,58.04,17,920
5,46,8,8,28.01,3.9,53.85,18,920
5,141,8,8,26.12,3.8,53.84,18,920
5,19,4,8,25.58,3.8,50.72,19,920
5,470,3,8,26.48,3.7,50.72,19,920
5,174,7,8,28.68,3.7,51.01,20,920
5,426,4,8,31.89,3.6,51.01,20,920
5,594,7,8,35.84,3.5,51.26,20,920
5,723,7,8,40.28,3.4,51.26,19,920
5,663,7,8,45.05,3.3,51.44,19,920
5,231,4,8,50.02,3,51.44,19,920
5,318,4,8,55.11,2.9,51.39,19,920
5,285,7,8,60.26,2.8,54.7,19,920
5,340,7,8,65.4,2.7,54.61,19,920
5,520,0,8,70.51,2.4,58.17,18,920
5,447,0,9,75.53,2.2,60.45,17,920
5,321,0,9,80.42,1.8,68.65,15,920
5,177,3,9,85.16,1.4,76.38,14,920
5,0,7,9,89.69,1.5,81.52,13,920
5,0,4,9,93.97,1.7,79.52,13,920
5,0,7,9,97.94,1.9,84.91,13,920
5,0,1,9,101.55,2.1,84.93,13,920
5,0,0,9,104.74,2.2,84.94,12,920
5,0,3,9,107.44,2.3,85.64,12,920
5,0,3,9,109.6,2.4,91.49,12,920
5,0,0,9,111.17,2.5,92.14,12,920
5,0,1,9,112.09,2.6,92.15,11,920
5,0,1,9,112.34,2.7,92.31,11,920
5,0,0,9,111.91,2.7,92.32,11,920
5,0,0,9,110.81,2.8,92.09,11,920
5,0,0,9,109.08,2.7,98.43,11,920
5,0,0,9,106.77,2.6,97.61,11,920
5,0,0,9,103.93,2.4,97.6,10,920
5,0,0,9,100.62,2.2,96.22,10,920
5,0,0,9,96.9,2.1,100,10,920
5,0,0,9,92.84,2,100,10,920
5,48,0,9,88.49,2.5,94.96,10,920
5,248,0,9,83.9,3,89.48,11,920
5,408,0,9,79.12,3.1,83.76,12,920
5,530,0,9,74.18,3.3,73.74,14,920
5,617,0,9,69.13,3.5,69.13,15,920
5,682,0,8,64.01,3.8,57.76,17,920
5,732,0,8,58.86,4,54.23,18,920
5,771,0,7,53.71,4.2,48.49,20,920
5,802,0,7,48.64,4.3,45.57,20,920
5,824,0,7,43.7,4.5,41.51,21,920
5,844,0,7,39,4.5,41.5,21,920
5,854,0,7,34.65,4.5,38.22,22,920
5,865,0,7,30.85,4.4,38.22,22,920
5,923,0,7,27.85,4.4,37.95,23,920
5,926,0,7,25.95,4.3,37.95,23,920
5,922,0,7,25.41,4.2,36.09,23,920
5,919,0,7,26.31,4,36.09,23,920
5,912,0,7,28.51,3.8,36.68,23,920
5,904,0,7,31.73,3.6,36.68,23,920
5,855,1,7,35.69,3.4,37.41,23,920
5,839,0,7,40.13,3.1,37.4,23,920
5,10,4,7,44.91,2.9,37.88,23,920
5,139,4,7,49.88,2.6,40.24,22,920
5,690,3,8,54.98,2.4,41.01,22,920
5,413,8,8,60.12,2.1,43.59,22,920
5,0,8,8,65.27,1.9,45,22,920
5,0,8,8,70.37,1.4,47.86,21,920
5,0,7,11,75.39,0.9,62.16,20,920
5,0,7,11,80.28,1,66.16,18,920
5,0,7,10,85.01,1.1,67.36,17,920
5,0,7,10,89.54,1.2,71.78,16,920
5,0,7,10,93.81,1.4,68.69,16,920
5,0,3,10,97.78,1.6,68.7,16,920
5,0,7,10,101.38,1.8,67.84,16,920
5,0,7,10,104.57,2.1,72.32,16,920
5,0,0,10,107.27,2.4,72.69,16,920
5,0,0,10,109.43,2.5,72.7,15,920
5,0,0,10,110.99,2.6,74.25,15,920
5,0,0,10,111.91,2.6,79.19,15,920
5,0,1,10,112.16,2.6,80.8,15,920
5,0,3,10,111.74,2.4,80.8,14,920
5,0,7,10,110.65,2.3,81.49,14,920
5,0,7,10,108.92,2,86.95,13,920
5,0,4,10,106.62,1.9,86.5,13,920
5,0,4,10,103.78,1.8,92.35,13,920
5,0,7,10,100.48,1.7,91.07,13,920
5,0,7,10,96.78,1.6,91.07,13,920
5,0,7,10,92.72,1.6,89.82,13,920
5,0,4,10,88.38,2,84.13,13,920
5,263,7,10,83.79,2.4,79,14,920
5,68,7,10,79.02,2.5,79,14,920
5,332,3,10,74.08,2.7,73.99,15,920
5,567,7,10,69.04,2.6,69.4,16,920
5,327,4,10,63.91,2.5,61.04,18,920
5,301,4,10,58.76,2.7,57.33,19,920
5,740,1,9,53.62,3,47.82,21,920
5,772,8,9,48.54,3.2,47.81,21,920
5,389,7,9,43.6,3.4,43.89,22,920
5,341,8,9,38.88,3.4,43.89,22,920
5,368,3,9,34.53,3.4,44.33,23,920
5,0,7,9,30.72,3.5,44.33,22,920
5,0,4,9,27.7,3.6,46.2,22,920
5,89,4,9,25.79,3.7,49.11,21,920
5,131,8,10,25.24,3.9,51.88,21,920
5,0,6,10,26.14,3.9,55.17,20,920
5,299,8,11,28.34,4,57.61,20,920
5,39,8,11,31.57,3.8,61.29,20,920
5,8,4,11,35.54,3.6,62.37,20,920
5,24,4,11,39.99,3.3,62.36,20,920
5,181,4,11,44.77,3,58.39,20,920
5,171,7,11,49.75,2.8,58.38,20,920
5,257,4,11,54.84,2.6,57.11,20,920
5,218,7,11,59.99,2.4,57.11,20,920
5,504,7,10,65.13,2.3,55.96,20,920
5,431,1,10,70.23,1.8,59.54,19,920
5,357,0,12,75.25,1.3,69.46,19,920
5,244,1,12,80.14,1.1,73.98,17,920
5,127,7,12,84.87,1,78.39,16,920
5,0,7,12,89.39,1,83.58,15,920
5,0,7,11,93.66,1.1,82.85,15,920
5,0,4,11,97.62,1.1,82.86,14,920
5,0,4,10,101.23,1.1,79.87,14,920
5,0,3,10,104.41,1.1,85.23,13,920
5,0,3,10,107.11,1.1,82.65,13,920
5,0,7,10,109.26,1,82.64,13,920
5,0,7,9,110.83,1,80.86,13,920
5,0,7,9,111.75,1,86.33,13,920
5,0,7,9,112,1.1,85.2,13,920
5,0,7,9,111.58,1.1,85.2,12,920
5,0,7,9,110.49,1.1,84.69,12,920
5,0,7,9,108.77,1,90.46,11,920
5,0,7,9,106.47,1,90.44,11,920
5,0,7,9,103.65,1,96.65,11,920
5,0,7,9,100.35,1.1,96.71,11,920
5,0,1,9,96.65,1,96.72,10,920
5,0,7,9,92.61,1,96.84,10,920
5,40,0,9,88.27,1.2,90.62,11,920
5,186,0,10,83.69,1.4,87.57,13,920
5,329,1,10,78.92,1.8,82.02,13,920
5,440,0,9,73.99,2.3,76.69,14,920
5,330,3,9,68.94,2.4,71.91,15,920
5,653,8,9,63.82,2.6,66.16,17,920
5,664,7,9,58.67,2.7,62.1,17,920
5,538,7,9,53.53,2.9,57.33,18,920
5,547,7,9,48.45,2.9,57.33,19,920
5,460,7,9,43.5,3,53.29,20,920
5,323,7,9,38.78,3,53.29,20,920
5,476,7,9,34.41,3,49.21,20,920
5,334,7,9,30.59,3.1,49.21,20,920
5,476,7,8,27.56,3.2,45.31,21,920
5,446,7,8,25.64,3.5,45.31,21,920
5,338,7,8,25.07,3.8,44.78,22,920
5,395,7,8,25.97,4,44.77,22,920
5,267,4,8,28.18,4.3,44.88,22,920
5,587,7,8,31.42,4.5,44.89,21,920
5,828,1,8,35.39,4.7,45.47,21,920
5,811,1,8,39.85,4.7,48.35,20,920
5,316,4,9,44.63,4.8,49.16,20,920
5,554,8,9,49.62,4.6,52.32,19,920
5,439,8,9,54.71,4.6,53.47,19,920
5,393,7,9,59.86,4.5,56.92,18,920
5,335,8,9,65,4.4,58.34,18,920
5,269,7,9,70.1,3.9,62.15,17,920
5,320,7,10,75.12,3.5,64.6,17,920
5,166,6,10,80.01,2.9,68.84,16,920
5,70,6,10,84.73,2.3,76.41,15,920
5,0,6,10,89.25,2.4,81.52,14,920
5,0,6,10,93.51,2.6,80.45,14,920
5,0,6,10,97.47,3.3,85.88,13,920
5,0,6,10,101.07,4.1,82.11,13,920
5,0,6,10,104.25,4.8,87.71,12,920
5,0,6,8,106.95,5.5,80.78,12,920
5,0,6,8,109.1,5.6,86.33,11,920
5,0,6,7,110.66,5.8,83.2,10,920
5,0,6,7,111.59,5.5,88.99,9,920
5,0,6,6,111.84,5.2,87.89,9,920
5,0,6,6,111.42,4.9,87.92,8,930
5,0,6,5,110.34,4.6,82.25,8,930
5,0,6,5,108.63,4.4,88.07,7,930
5,0,7,4,106.34,4.2,82.43,7,930
5,0,6,4,103.52,4,82.46,7,930
5,0,7,3,100.23,3.8,77.74,7,930
5,0,7,3,96.54,3.6,83.29,6,930
5,0,7,2,92.5,3.5,80.11,6,930
5,0,7,2,88.17,3.8,80.13,6,930
5,222,7,1,83.59,4.2,74.31,6,930
5,421,7,1,78.82,4.5,74.33,7,930
5,561,7,0,73.9,4.9,61.52,8,930
5,527,8,0,68.86,4.8,57.48,8,930
5,404,8,0,63.74,4.7,50.78,9,930
5,694,7,0,58.59,4.5,50.78,9,930
5,680,8,-1,53.44,4.4,44.6,10,930
5,835,7,-1,48.36,4.3,41.74,11,930
5,927,0,-2,43.41,4.2,36.68,12,930
5,944,0,-2,38.68,4.1,36.68,13,930
5,961,0,-3,34.3,4,32.54,14,930
5,970,0,-3,30.47,3.9,30.49,14,930
5,972,0,-3,27.43,3.9,27.28,15,930
5,976,0,-3,25.49,3.8,27.28,15,930
5,978,0,-4,24.92,3.8,24.65,16,930
5,976,0,-4,25.81,3.6,24.65,16,930
5,973,0,-4,28.03,3.5,22.33,17,930
5,966,0,-4,31.27,3.3,22.33,17,930
5,939,0,-5,35.25,3.1,21.81,18,930
5,925,0,-5,39.72,2.9,21.8,17,930
5,904,0,-5,44.5,2.8,21.49,17,930
5,880,0,-5,49.49,2.7,21.49,17,930
5,847,0,-5,54.58,2.6,21.4,17,930
5,809,0,-5,59.73,2.5,22.8,16,930
5,754,0,-5,64.88,2.5,22.98,16,930
5,688,0,-5,69.97,2.3,24.5,15,930
5,591,0,-3,74.99,2.1,29.01,14,930
5,469,0,-3,79.87,1.7,33.05,12,930
5,284,0,0,84.6,1.3,50.65,10,930
5,0,0,0,89.11,1.5,54.17,9,930
5,0,0,0,93.37,1.7,53.86,9,930
5,0,0,0,97.33,2,53.86,8,930
5,0,0,-1,100.92,2.3,51.61,8,930
5,0,0,-1,104.1,2.5,55.24,7,930
5,0,4,-1,106.79,2.8,55.44,7,930
5,0,0,-1,108.95,3,59.38,7,930
5,0,0,0,110.51,3.3,61.39,7,930
5,0,1,0,111.43,3.4,65.78,6,930
5,0,1,0,111.69,3.6,68.52,6,930
5,0,0,0,111.27,3.7,68.52,5,930
5,0,0,0,110.2,3.9,70.97,5,930
5,0,1,0,108.49,3.9,76.11,4,930
5,0,7,0,106.21,4,77.37,4,930
5,0,7,0,103.39,4.1,77.35,4,930
5,0,4,0,100.12,4.3,77.87,4,930
5,0,4,0,96.43,4.4,77.86,4,930
5,0,1,0,92.4,4.5,77.71,4,930
5,0,7,0,88.07,4.7,77.69,4,930
5,225,7,0,83.5,4.9,77.89,5,930
5,152,4,0,78.74,5.1,72.62,6,930
5,531,1,0,73.81,5.4,67.78,7,930
5,615,0,0,68.78,5.9,63.27,8,930
5,680,0,0,63.66,6.4,53.56,9,930
5,728,0,0,58.51,6.4,50.07,10,930
5,767,0,0,53.36,6.4,46.05,11,930
5,796,7,0,48.28,6.3,43.09,12,930
5,655,3,0,43.32,6.3,40.98,14,920
5,315,4,0,38.59,6.1,38.39,15,920
5,257,4,0,34.2,6.1,35.83,16,920
5,243,4,0,30.36,5.9,35.81,17,920
5,581,4,2,27.3,5.7,36.75,18,920
5,441,2,2,25.35,5.5,34.5,18,920
5,122,4,3,24.77,5.4,35.84,19,920
5,310,4,3,25.66,5.4,35.83,19,920
5,498,7,4,27.88,5.5,36.72,20,920
5,246,7,4,31.13,5.5,36.7,21,920
5,479,7,5,35.11,5.6,36.89,22,920
5,263,7,5,39.58,5.5,36.87,22,920
5,467,7,6,44.37,5.5,36.3,22,920
5,729,7,6,49.36,5.2,38.57,22,920
5,216,7,6,54.46,5,39.81,22,920
5,73,7,6,59.61,4.6,42.33,21,920
5,331,7,7,64.75,4.2,44.1,20,920
5,118,7,7,69.85,4.4,49.93,19,920
5,419,4,7,74.86,4.7,52.91,18,920
5,281,7,7,79.74,5,56.37,16,920
5,156,6,6,84.46,5.3,56.97,15,920
5,0,6,6,88.97,5.1,60.77,14,920
5,0,6,5,93.23,5,58.13,14,920
5,0,7,5,97.19,4.8,62.04,13,920
5,0,6,6,100.78,4.6,66.99,12,920
5,0,6,6,103.95,4.8,71.55,11,920
5,0,6,6,106.64,5.1,73.24,11,920
5,0,7,6,108.8,5.1,78.23,11,920
5,0,7,6,110.36,5.1,80.5,11,920
5,0,7,6,111.28,4.6,80.47,10,920
5,0,4,7,111.54,4.2,83.62,10,920
5,0,4,7,111.13,3.7,83.6,10,920
5,0,0,7,110.06,3.2,86.81,10,920
5,0,4,7,108.36,2.6,86.8,10,920
5,0,0,8,106.08,2.1,89.53,10,920
5,0,1,8,103.28,1.6,89.53,10,920
5,0,7,8,100.01,1.2,92.56,10,920
5,0,0,8,96.33,1.1,92.57,10,920
5,0,0,9,92.3,1,96.15,10,920
5,86,0,9,87.98,1.4,89.98,11,920
5,292,0,10,83.42,1.8,88.41,12,920
5,447,0,10,78.66,2,82.81,13,920
5,563,0,10,73.74,2.2,81.57,14,920
5,645,0,10,68.7,2.5,76.48,15,920
5,718,0,11,63.59,2.9,68.58,17,920
5,765,0,11,58.43,3,64.4,18,920
5,799,0,10,53.29,3.1,59.76,20,920
5,827,7,11,48.2,3.1,56.17,20,920
5,515,8,10,43.24,3.2,51.87,21,920
5,630,8,10,38.5,3.2,51.87,22,920
5,871,0,10,34.11,3.2,47.98,23,920
5,881,0,10,30.25,3,47.97,23,920
5,855,0,10,27.18,2.9,44.74,24,920
5,858,0,10,25.21,2.7,44.73,24,920
5,560,8,10,24.62,2.6,42,24,920
5,430,7,10,25.51,2.4,41.99,24,920
5,356,7,10,27.73,2.3,42.3,25,920
5,401,7,10,30.99,2.2,42.29,24,920
5,546,8,10,34.98,2.1,42.39,24,920
5,727,1,10,39.45,1.9,42.39,24,920
5,726,8,10,44.25,1.8,41.85,24,920
5,697,1,10,49.24,1.5,44.44,24,920
5,474,2,10,54.34,1.2,43.82,24,920
5,639,0,10,59.49,0.7,43.82,23,920
5,618,0,9,64.63,0.3,43.2,23,920
5,550,0,9,69.73,0.4,45.89,22,920
5,490,0,11,74.74,0.5,52.77,22,920
5,372,0,11,79.62,0.7,59.65,20,920
5,233,0,12,84.34,1,70.05,19,920
5,42,0,12,88.84,1.2,74.61,18,920
5,0,0,11,93.1,1.5,72.88,17,920
5,0,0,11,97.05,1.9,72.88,16,920
5,0,0,10,100.64,2.3,70.89,16,920
5,0,0,10,103.81,2.8,70.88,16,920
5,0,7,10,106.5,3.4,70.76,16,920
5,0,4,10,108.65,3.7,75.41,16,920
5,0,7,10,110.21,4,76.57,16,920
5,0,4,10,111.14,4,81.64,15,920
6,0,7,11,111.4,4.1,82.98,15,920
6,0,7,11,110.99,4,82.96,14,920
6,0,7,11,109.93,4,83.83,14,920
6,0,7,11,108.24,3.9,89.42,14,920
6,0,7,11,105.97,3.9,90.08,14,920
6,0,8,11,103.17,3.8,90.06,13,920
6,0,4,11,99.9,3.7,90.76,13,920
6,0,4,11,96.23,3.5,90.75,13,920
6,0,4,11,92.21,3.4,91.53,13,920
6,0,4,11,87.89,3.6,91.53,14,920
6,0,7,11,83.34,3.8,87.11,15,920
6,445,7,11,78.58,3.5,81.66,16,920
6,554,1,12,73.66,3.3,74.05,17,920
6,651,7,12,68.63,3,69.53,18,920
6,688,0,12,63.52,2.8,62.88,20,920
6,735,0,12,58.37,2.8,55.63,22,920
6,778,0,12,53.22,2.8,48.17,24,920
6,806,8,12,48.13,2.5,45.38,25,910
6,364,4,11,43.17,2.2,38.71,27,910
6,582,8,11,38.42,1.9,38.7,28,910
6,527,8,11,34.02,1.6,35.99,29,910
6,638,8,11,30.15,1.4,35.98,29,910
6,468,8,11,27.06,1.3,33.93,30,910
6,453,7,11,25.08,1.1,33.92,30,910
6,429,7,11,24.48,0.9,32.23,30,910
6,403,7,11,25.37,0.8,32.22,30,910
6,400,8,11,27.59,0.8,32.64,30,910
6,459,7,11,30.86,0.8,32.63,30,910
6,786,0,11,34.85,0.9,32.57,31,910
6,769,0,11,39.33,1.1,32.56,30,910
6,759,0,11,44.13,1.3,32.33,30,910
6,671,8,11,49.12,1.7,34.23,30,910
6,551,8,11,54.22,2.2,34.74,30,910
6,288,6,11,59.37,2.6,36.79,29,910
6,464,8,13,64.51,3.1,40.04,28,910
6,397,8,13,69.61,3,45,27,910
6,436,8,15,74.62,2.9,55.37,26,910
6,299,7,15,79.5,2.7,58.77,24,910
6,139,7,16,84.21,2.6,65,23,910
6,0,6,16,88.72,2.6,69.05,22,910
6,0,9,16,92.97,2.7,73.19,22,910
6,0,9,16,96.92,2.3,77.84,21,910
6,0,9,16,100.5,2,79.59,21,910
6,0,9,16,103.67,1.6,84.68,20,910
6,0,9,16,106.36,1.3,88.02,20,910
6,0,9,16,108.51,1,88.02,19,910
6,0,9,17,110.07,0.8,91.25,19,910
6,0,9,17,111,1,97.09,18,910
6,0,9,17,111.27,1.2,96.13,18,910
6,0,9,17,110.87,1.4,100,18,910
6,0,6,16,109.81,1.6,99.86,18,910
6,0,6,16,108.12,1.7,99.84,17,910
6,0,6,16,105.85,1.9,96.88,17,910
6,0,7,16,103.06,1.9,100,16,910
6,0,4,16,99.8,1.9,100,16,910
6,0,4,15,96.14,1.9,100,16,910
6,0,4,15,92.13,1.9,100,16,910
6,0,4,15,87.81,2,100,16,910
6,0,4,15,83.26,2.3,97.72,16,910
6,41,8,15,78.51,2.4,97.73,16,910
6,1,7,15,73.6,2.6,96.96,16,910
6,95,7,15,68.57,2.1,96.98,16,910
6,52,7,14,63.46,1.6,87.97,17,910
6,151,7,14,58.31,1.1,87.98,17,910
6,54,7,14,53.16,0.6,78.84,18,910
6,22,8,14,48.07,1.6,78.84,18,910
6,25,7,13,43.1,2.7,71.31,19,910
6,3,3,13,38.35,3.6,71.3,20,910
6,6,3,13,33.93,4.6,65.18,21,910
6,8,3,13,30.05,5.2,65.18,21,910
6,10,7,12,26.96,5.9,59.4,22,910
6,15,3,12,24.96,6.2,59.41,22,910
6,11,3,12,24.35,6.6,56.59,22,910
6,15,3,12,25.24,6.6,60.2,21,910
6,92,3,11,27.46,6.7,56.8,20,910
6,99,3,11,30.73,6.4,60.44,19,910
6,175,3,10,34.72,6.1,60.71,19,920
6,733,1,10,39.21,5.6,60.72,18,920
6,102,3,9,44.01,5.3,58.29,18,920
6,280,7,9,49,5,62.08,18,920
6,165,3,9,54.11,4.8,60.24,18,920
6,364,7,9,59.26,4.5,60.25,17,920
6,293,7,8,64.4,4.2,59.16,17,920
6,21,6,8,69.49,3.9,63.03,16,920
6,196,6,8,74.5,3.6,62.73,16,920
6,0,6,8,79.38,2.8,66.87,15,920
6,0,6,9,84.09,2,74.22,14,920
6,0,6,9,88.59,1.5,79.22,13,920
6,0,7,9,92.84,1.1,85.35,13,920
6,0,7,9,96.79,0.9,85.37,12,920
6,0,7,9,100.37,0.8,84.5,12,920
6,0,7,9,103.54,0.7,90.28,11,920
6,0,6,9,106.23,0.7,89.08,11,920
6,0,6,9,108.38,0.6,89.11,11,920
6,0,6,9,109.94,0.6,88.18,11,920
6,0,6,9,110.87,0.6,94.26,11,920
6,0,6,9,111.14,0.6,93.57,11,920
6,0,7,9,110.74,0.6,93.59,10,920
6,0,8,8,109.69,0.6,93.29,10,920
6,0,0,8,108.01,0.6,99.77,10,920
6,0,0,8,105.75,0.6,99.58,10,920
6,0,0,8,102.96,0.6,99.58,10,920
6,0,0,8,99.71,0.6,99.18,10,920
6,0,0,8,96.05,0.6,99.18,9,920
6,0,0,8,92.05,0.6,99.3,9,920
6,64,0,8,87.74,0.8,92.86,10,920
6,0,3,9,83.19,1.1,87.73,11,920
6,0,3,9,78.45,1.3,82.13,12,920
6,0,3,8,73.54,1.6,75.79,14,920
6,0,3,8,68.51,1.7,71.03,15,920
6,6,3,8,63.4,1.8,61.47,16,920
6,11,3,8,58.25,1.7,61.47,17,920
6,14,3,8,53.1,1.7,58.09,18,920
6,781,2,8,48.01,1.5,54.54,18,920
6,797,0,8,43.04,1.3,52.13,19,920
6,817,0,8,38.28,1,52.13,19,920
6,823,0,9,33.86,0.7,49.6,20,920
6,835,0,9,29.96,0.8,49.59,20,920
6,861,0,9,26.85,1,46.78,21,920
6,865,0,9,24.85,1.4,46.77,21,920
6,866,0,9,24.23,1.8,46.71,21,920
6,864,0,9,25.11,2,46.7,21,920
6,859,3,9,27.33,2.3,46.47,22,920
6,16,4,9,30.6,2.5,46.46,22,920
6,846,1,8,34.6,2.8,42.97,22,920
6,831,1,8,39.09,3,42.96,22,920
6,803,0,8,43.9,3.3,41.94,22,920
6,777,0,8,48.89,3.5,44.57,22,920
6,739,0,8,54,3.8,43.53,22,920
6,697,7,8,59.14,3.9,43.53,21,920
6,459,7,7,64.29,4.1,42.68,21,920
6,464,8,7,69.38,4,45.38,20,920
6,379,8,7,74.39,3.9,48.13,19,920
6,0,7,7,79.26,3.7,51.23,18,920
6,0,6,7,83.97,3.5,54.59,17,920
6,0,6,7,88.47,3.6,58.18,16,920
6,0,7,7,92.72,3.8,60.27,16,920
6,0,6,7,96.67,3.9,64.29,15,920
6,0,6,7,100.25,4.1,63.83,15,920
6,0,6,7,103.41,4.3,68.12,14,920
6,0,6,6,106.1,4.6,66.81,14,920
6,0,6,6,108.25,4.8,66.81,13,920
6,0,6,6,109.82,5.1,64.95,13,920
6,0,7,6,110.75,5,69.34,12,920
6,0,6,6,111.02,4.9,68.44,12,920
6,0,6,6,110.63,4.8,73.09,12,920
6,0,6,6,109.58,4.8,72.18,12,920
6,0,6,6,107.9,4.6,72.17,11,920
6,0,6,6,105.65,4.5,71.39,11,920
6,0,7,6,102.87,4.3,76.3,11,920
6,0,6,6,99.63,4.2,77.3,11,920
6,0,6,6,95.98,4.3,77.31,10,920
6,0,6,6,91.97,4.5,79.6,10,920
6,0,6,6,87.67,4.4,79.61,10,920
6,0,6,7,83.13,4.4,82.86,10,920
6,0,6,7,78.39,4.4,82.87,10,920
6,0,6,7,73.48,4.5,86.39,11,920
6,0,6,7,68.46,4.6,80.85,11,920
6,0,6,8,63.35,4.7,79.35,12,920
6,0,8,8,58.2,4.8,74.34,13,920
6,1,7,9,53.05,5,72.87,14,920
6,0,6,9,47.96,5.1,72.88,14,920
6,5,6,9,42.98,5.2,69.75,15,920
6,5,6,9,38.21,5.2,65.43,16,920
6,16,6,9,33.79,5.2,61.58,17,920
6,81,7,9,29.88,5.1,61.58,18,920
6,85,8,9,26.76,5,58.2,19,920
6,12,4,9,24.74,5,58.2,19,920
6,9,4,9,24.11,5.1,55.28,19,920
6,129,7,9,24.98,5.1,55.28,19,920
6,42,4,10,27.21,5.3,55.94,20,920
6,97,3,10,30.48,5.4,55.94,20,920
6,196,3,10,34.49,5.6,56.33,20,920
6,284,3,10,38.98,5.5,56.32,19,920
6,513,3,10,43.78,5.5,56.58,19,920
6,536,3,10,48.78,5.3,60.23,19,920
6,529,3,10,53.89,5.1,60.62,19,920
6,161,7,10,59.04,4.9,64.57,18,920
6,291,8,10,64.18,4.8,65.17,18,920
6,501,8,10,69.27,4.6,69.45,17,920
6,350,4,10,74.28,4.5,70.01,16,920
6,0,7,10,79.15,4.2,74.65,15,920
6,0,4,10,83.86,4,74.91,15,920
6,21,1,10,88.36,4,79.92,14,920
6,0,4,10,92.61,4,79.6,14,920
6,0,0,10,96.55,4.1,84.95,13,920
6,0,3,10,100.13,4.2,84.92,13,920
6,0,0,10,103.29,4.1,84.91,13,920
6,0,0,10,105.98,4.1,85.63,13,920
6,0,3,10,108.13,3.9,91.42,13,920
6,0,4,10,109.69,3.8,92.55,13,920
6,0,7,10,110.63,3.7,92.55,12,920
6,0,1,10,110.91,3.6,93.6,12,920
6,0,7,10,110.52,3.6,99.97,12,920
6,0,4,11,109.47,3.6,100,12,920
6,0,1,11,107.81,3.5,100,11,920
6,0,7,11,105.56,3.4,100,11,920
6,0,7,11,102.79,3.2,100,11,920
6,0,7,11,99.55,3.1,100,11,920
6,0,7,11,95.9,3.1,100,11,920
6,0,7,11,91.91,3.2,100,11,920
6,0,7,11,87.61,3.3,100,11,920
6,0,4,11,83.07,3.5,97.7,12,920
6,0,8,11,78.33,3.8,91.52,13,920
6,112,8,12,73.43,4.1,84.11,15,920
6,251,3,12,68.41,4.2,78.89,16,920
6,486,8,12,63.3,4.4,70.8,18,920
6,405,8,12,58.15,4.4,66.51,19,920
6,267,8,12,53,4.5,62.79,21,920
6,411,7,12,47.91,4.4,59.03,22,920
6,503,7,12,42.93,4.4,51.89,23,920
6,529,7,12,38.16,4.2,51.88,24,920
6,611,7,12,33.72,4.1,47.34,25,920
6,825,0,12,29.81,4,47.32,25,920
6,793,8,11,26.67,3.9,43.32,25,920
6,313,7,11,24.64,3.8,43.31,25,920
6,253,6,11,24,3.7,40.82,26,920
6,307,7,11,24.86,3.5,40.81,26,920
6,454,7,11,27.09,3.4,41.47,27,920
6,603,7,11,30.36,3.2,41.46,26,920
6,747,0,12,34.37,3.1,42.26,26,920
6,728,2,12,38.87,3.2,44.82,25,920
6,224,4,12,43.68,3.3,46.22,25,920
6,533,7,12,48.68,3.3,49.05,25,920
6,641,3,13,53.78,3.3,51.18,25,920
6,249,8,13,58.93,2.9,54.33,24,920
6,0,6,14,64.08,2.5,59.43,23,920
6,42,9,14,69.17,2.7,63.12,22,920
6,14,9,15,74.17,3,70.14,21,920
6,0,9,15,79.04,3.5,74.58,20,920
6,0,9,15,83.75,4,79.31,20,920
6,0,9,15,88.25,4.3,84.42,19,920
6,0,9,15,92.5,4.6,85.46,18,920
6,0,9,15,96.43,4.5,91,17,920
6,0,9,15,100.01,4.4,92.54,17,920
6,0,9,15,103.18,4.2,98.57,16,920
6,0,9,15,105.86,4,98.23,16,920
6,0,9,15,108.02,3.8,98.2,16,920
6,0,9,15,109.58,3.7,97.44,16,920
6,0,9,15,110.52,3.3,97.4,16,920
6,0,9,15,110.8,3,96.99,16,920
6,0,9,15,110.41,2.5,100,16,920
6,0,9,15,109.38,2.1,100,16,920
6,0,9,15,107.71,1.5,100,15,920
6,0,9,15,105.47,1,100,15,920
6,0,9,15,102.71,1,100,15,920
6,0,6,15,99.48,1.1,100,15,920
6,0,1,15,95.84,1.3,100,15,920
6,0,0,15,91.85,1.5,100,15,920
