Month,DNI,Cloud Type,Dew Point,Solar Zenith Angle,Wind Speed,Relative Humidity,Temperature,Pressure
2,691,0,-5,73.97,2.7,64.85,1,920
2,588,0,-4,78.1,1.2,69.88,0,920
2,445,7,-4,82.52,1,69.9,0,920
2,0,7,-5,87.19,0.8,71.46,0,920
2,0,7,-5,92.05,0.6,71.49,0,920
2,0,7,-5,97.05,0.4,72.13,0,920
2,0,6,-5,102.14,1.1,72.14,0,920
2,0,6,-4,107.28,1.9,76.85,-1,920
2,0,7,-4,112.43,3.3,76.86,0,920
2,0,7,-3,117.53,4.8,82.06,0,920
2,0,7,-3,122.53,5.4,82.07,0,920
2,0,4,-3,127.36,6.1,81.35,-1,920
2,0,1,-3,131.93,6,81.37,-1,920
2,0,7,-5,136.14,5.9,79.74,-2,920
2,0,1,-5,139.84,5.3,79.76,-2,920
2,0,1,-6,142.85,4.8,79.1,-3,920
2,0,1,-6,144.99,4.6,79.12,-3,920
2,0,4,-6,146.07,4.6,80.29,-3,920
2,0,4,-6,146,4.4,80.31,-3,920
2,0,7,-7,144.77,4.3,78.6,-4,920
2,0,7,-7,142.5,4.1,78.6,-4,920
2,0,7,-7,139.39,4.1,78.51,-4,920
2,0,4,-7,135.61,3.9,78.51,-4,920
2,0,4,-7,131.34,3.8,78.63,-4,920
2,0,4,-7,126.73,3.6,78.64,-4,920
2,0,7,-7,121.86,3.4,84.81,-4,920
2,0,7,-7,116.84,3.4,84.82,-4,920
2,0,4,-7,111.72,3.4,84.24,-5,920
2,0,4,-7,106.57,3.6,84.27,-5,920
2,0,4,-7,101.42,3.8,82.17,-5,920
2,0,4,-7,96.32,4,82.19,-4,920
2,0,4,-7,91.33,4.2,81.32,-4,930
2,107,4,-7,86.47,4.4,75.44,-3,930
2,201,4,-7,81.81,4.6,77.51,-3,930
2,261,4,-7,77.4,4.5,71.93,-2,930
2,293,4,-6,73.29,4.5,70.9,-2,930
2,314,4,-6,69.57,4.4,65.87,-1,930
2,330,4,-5,66.29,4.4,70.81,0,930
2,353,4,-5,63.54,4.4,65.83,0,930
2,890,0,-4,61.41,4.4,70.88,0,930
2,902,4,-4,59.95,4.5,65.92,1,920
2,277,4,-3,59.23,4.7,65.51,2,920
2,393,4,-3,59.27,4.8,65.49,2,920
2,269,7,-3,60.07,5,62.54,3,920
2,311,7,-3,61.6,5,62.53,3,920
2,239,7,-3,63.8,5,62.67,3,920
2,399,7,-3,66.6,4.6,62.66,3,920
2,418,7,-3,69.92,4.2,63.28,3,920
2,413,7,-3,73.69,3.1,72.98,2,920
2,295,7,-2,77.82,2,80.5,1,920
2,218,7,-2,82.26,1.9,80.51,0,920
2,112,7,-3,86.94,1.8,82.93,0,920
2,0,7,-3,91.81,1.8,82.93,0,920
2,0,7,-3,96.81,1.9,82.98,-1,920
2,0,7,-3,101.9,1.9,82.98,-1,920
2,0,7,-3,107.05,1.9,84.07,-1,920
2,0,7,-3,112.19,2,84.06,-1,920
2,0,7,-2,117.29,2.1,86.36,-1,920
2,0,7,-2,122.28,2.1,86.35,-1,920
2,0,7,-2,127.1,2.2,89.15,-1,920
2,0,8,-2,131.66,2.2,89.14,-1,920
2,0,4,-2,135.86,2.2,98.24,-1,920
2,0,7,-2,139.54,2.2,98.23,-1,920
2,0,4,-2,142.53,2.3,98.76,-2,920
2,0,4,-2,144.66,2.7,98.76,-2,920
2,0,4,-2,145.73,3.1,96.67,-2,920
2,0,4,-2,145.65,3.1,96.67,-2,920
2,0,7,-2,144.43,3.2,93.94,-2,920
2,0,4,-2,142.18,3.2,93.94,-2,920
2,0,4,-3,139.08,3.2,92.57,-2,920
2,0,4,-3,135.32,3.3,92.57,-2,920
2,0,4,-2,131.06,3.4,92.92,-2,920
2,0,4,-2,126.46,3.7,92.93,-2,920
2,0,4,-2,121.6,4,93.72,-2,920
2,0,4,-2,116.58,4.2,93.73,-2,920
2,0,4,-2,111.47,4.4,94.48,-2,920
2,0,4,-2,106.31,4.4,94.49,-2,920
2,0,4,-2,101.16,4.5,94.56,-2,920
2,0,4,-2,96.06,4.7,94.57,-1,920
2,0,7,-2,91.06,4.9,94.03,-1,920
2,0,7,-2,86.2,5.5,87.37,0,920
2,0,4,-3,81.53,6.1,83.77,0,930
2,0,7,-3,77.11,6.5,77.88,0,920
2,0,7,-4,72.99,7,73.16,0,920
2,0,7,-4,69.26,7.2,73.16,0,920
2,0,7,-4,65.97,7.4,69.94,0,920
2,0,7,-4,63.21,7.4,69.94,0,920
2,0,7,-5,61.07,7.5,66.89,0,930
2,0,7,-5,59.61,7.3,66.88,0,920
2,52,8,-6,58.88,7.1,63.88,0,920
2,52,7,-6,58.92,6.9,63.86,0,920
2,38,7,-6,59.73,6.8,61.76,0,920
2,0,7,-6,61.26,6.7,61.75,0,920
2,128,7,-6,63.48,6.7,64.86,-1,920
2,0,7,-6,66.29,6.6,64.86,-1,920
2,13,7,-7,69.63,6.5,63.59,-1,920
2,0,7,-7,73.4,6.3,63.59,-1,920
2,0,7,-7,77.55,6.1,66.62,-2,920
2,0,7,-7,82,5.8,66.63,-2,920
2,0,7,-7,86.69,5.5,68.58,-3,920
2,0,7,-7,91.56,5.3,68.59,-3,930
2,0,7,-8,96.57,5.2,68.44,-3,930
2,0,7,-8,101.67,5,68.44,-3,930
2,0,7,-10,106.81,4.9,66.81,-4,930
2,0,7,-10,111.95,4.8,66.81,-5,930
2,0,7,-11,117.05,4.7,63.67,-6,930
2,0,7,-11,122.03,4.7,68.74,-7,930
2,0,8,-13,126.85,4.7,63.68,-8,930
2,0,4,-13,131.4,4.7,68.84,-8,930
2,0,4,-15,135.57,4.8,64.17,-9,930
2,0,4,-15,139.24,4.7,64.18,-10,930
2,0,4,-16,142.21,4.7,61.91,-11,930
2,0,4,-16,144.32,4.6,61.91,-11,930
2,0,4,-17,145.39,4.6,62.22,-12,930
2,0,4,-17,145.31,4.5,62.23,-12,930
2,0,4,-18,144.09,4.4,64.33,-13,930
2,0,4,-18,141.85,4.4,64.33,-13,930
2,0,8,-18,138.76,4.4,67.45,-13,930
2,0,4,-18,135.02,4.4,67.45,-13,930
2,0,8,-19,130.78,4.5,65.33,-14,930
2,0,8,-19,126.18,4.5,65.33,-14,930
2,0,8,-19,121.33,4.6,62.72,-14,930
2,0,8,-19,116.32,4.6,62.72,-14,930
2,0,8,-20,111.21,4.8,65.59,-15,930
2,0,8,-20,106.05,4.7,65.58,-15,930
2,0,8,-20,100.9,4.7,64.25,-15,930
2,0,8,-20,95.8,4.9,64.25,-15,930
2,0,8,-20,90.79,5.2,63.81,-15,930
2,457,0,-20,85.92,5.6,58.78,-14,930
2,665,0,-20,81.25,6.1,51.13,-13,930
2,781,0,-21,76.82,6.5,47.16,-12,930
2,857,1,-22,72.69,7,38.84,-11,930
2,908,1,-22,68.94,7.3,35.88,-10,930
2,942,1,-22,65.64,7.6,34.52,-9,930
2,967,1,-22,62.88,7.8,31.91,-8,930
2,981,1,-22,60.73,8.1,30.57,-8,930
2,991,0,-22,59.26,8.2,28.29,-7,930
2,993,0,-21,58.53,8.4,30.07,-7,930
2,992,0,-21,58.58,8.5,30.06,-6,920
2,981,1,-21,59.39,8.6,31.36,-6,920
2,969,0,-21,60.93,8.5,31.35,-6,920
2,944,0,-21,63.15,8.4,31.81,-6,920
2,915,0,-21,65.98,8.1,31.8,-6,920
2,867,0,-21,69.33,7.9,31.64,-7,920
2,810,1,-21,73.12,7.4,31.64,-7,920
2,358,4,-21,77.28,7,34.33,-8,920
2,258,7,-21,81.74,6.1,34.34,-8,920
2,137,7,-20,86.43,5.3,38.37,-9,920
2,0,7,-20,91.31,4.8,38.37,-9,920
2,0,1,-20,96.33,4.4,42.47,-9,920
2,0,4,-20,101.43,4.1,42.47,-9,920
2,0,1,-20,106.57,3.9,45.9,-10,920
2,0,1,-20,111.72,3.7,45.9,-10,920
2,0,1,-20,116.8,3.5,46.04,-11,920
2,0,1,-20,121.79,3.2,46.04,-11,920
2,0,8,-19,126.59,2.9,47.71,-11,920
2,0,4,-19,131.12,2.5,47.71,-11,920
2,0,8,-19,135.29,2.1,54.72,-11,920
2,0,8,-19,138.93,1.7,54.72,-11,920
2,0,4,-18,141.89,1.4,58.05,-12,920
2,0,4,-18,143.98,1.1,58.05,-12,920
2,0,4,-18,145.04,0.8,59.88,-12,920
2,0,8,-18,144.95,0.7,59.88,-12,920
2,0,8,-18,143.74,0.6,58.35,-12,920
2,0,8,-18,141.52,0.6,58.35,-12,920
2,0,8,-18,138.44,0.6,61.46,-12,920
2,0,8,-18,134.71,0.6,61.45,-12,920
2,0,8,-19,130.48,0.7,60.58,-13,920
2,0,8,-19,125.9,0.7,60.58,-13,920
2,0,8,-19,121.06,0.7,60.19,-13,920
2,0,8,-19,116.05,0.7,60.2,-13,920
2,0,8,-19,110.94,0.7,59.98,-13,920
2,0,8,-19,105.79,0.7,59.98,-13,920
2,0,7,-19,100.64,0.7,59.67,-13,930
2,0,7,-19,95.53,0.7,55.05,-12,930
2,0,7,-19,90.51,0.8,53.54,-12,930
2,0,8,-19,85.64,1,49.43,-11,930
2,0,8,-20,80.96,1.3,41.76,-10,930
2,75,8,-20,76.52,1.5,38.6,-8,930
2,82,8,-19,72.38,1.7,38.02,-7,930
2,32,4,-19,68.62,1.6,35.19,-6,930
2,29,4,-18,65.32,1.6,36.16,-6,930
2,185,8,-18,62.54,1.6,33.51,-5,930
2,227,8,-17,60.38,1.6,36.81,-4,930
2,309,8,-17,58.91,1.6,34.13,-3,930
2,253,8,-16,58.18,1.7,34.24,-3,930
2,58,4,-16,58.23,1.5,31.79,-2,930
2,236,4,-15,59.04,1.4,33.72,-2,930
2,59,4,-15,60.6,1.2,33.71,-2,920
2,143,4,-15,62.83,1,35.77,-2,920
2,33,4,-15,65.67,0.9,35.77,-2,920
2,134,4,-14,69.03,0.8,37.69,-2,920
2,87,4,-14,72.84,1.1,37.68,-2,920
2,0,4,-13,77.01,1.4,42.71,-3,920
2,0,4,-13,81.48,1.4,46.01,-4,920
2,333,1,-12,86.18,1.5,55.67,-5,920
2,0,4,-12,91.07,1.8,55.66,-5,920
2,0,4,-13,96.09,2.1,54.15,-6,920
2,0,7,-13,101.19,2.5,54.13,-6,920
2,0,7,-14,106.34,2.9,53.57,-6,920
2,0,7,-14,111.48,2.9,53.55,-6,920
2,0,7,-15,116.56,3,52.62,-7,920
2,0,7,-15,121.54,3.2,52.6,-6,920
2,0,7,-14,126.33,3.4,53.64,-6,920
2,0,7,-14,130.85,3.5,49.67,-6,920
2,0,7,-14,135,3.6,52.41,-6,920
2,0,6,-14,138.63,3.6,52.39,-6,920
2,0,6,-13,141.57,3.7,56.75,-6,920
2,0,6,-13,143.64,3.7,56.73,-5,920
2,0,6,-12,144.69,3.8,62.17,-5,920
2,0,6,-12,144.6,3.8,57.59,-5,920
2,0,7,-10,143.39,3.9,63,-5,920
2,0,6,-10,141.18,3.8,62.96,-5,920
2,0,6,-10,138.12,3.8,67.81,-5,920
2,0,6,-10,134.4,3.7,67.78,-5,920
2,0,7,-9,130.19,3.6,71.34,-5,920
2,0,7,-9,125.61,3.6,71.32,-4,920
2,0,7,-8,120.78,3.6,73.63,-4,920
2,0,7,-8,115.78,3.4,73.6,-4,920
2,0,4,-8,110.67,3.3,74.47,-5,920
2,0,4,-8,105.52,3.1,74.44,-5,920
2,0,4,-8,100.37,3,80.14,-5,920
2,0,4,-8,95.26,3.4,74.26,-4,920
2,0,0,-8,90.24,3.9,76.69,-4,920
2,386,0,-8,85.36,4.1,66,-2,920
2,583,0,-7,80.67,4.3,67.49,-1,910
2,700,1,-7,76.22,3.9,58.3,0,910
2,777,4,-5,72.07,3.6,63.27,1,910
2,830,1,-5,68.3,4.1,54.84,3,910
2,864,0,-3,64.98,4.7,56.03,6,910
2,890,1,-3,62.2,5.5,52.26,7,910
2,902,1,-2,60.03,6.4,48.62,8,910
2,914,1,-2,58.56,6.8,48.61,9,910
2,119,4,-2,57.83,7.3,45.71,10,910
2,301,4,-2,57.87,7.5,45.7,10,910
2,912,1,-2,58.7,7.8,42.56,10,910
2,179,4,-2,60.26,7.8,42.56,10,910
2,881,1,-2,62.5,7.9,42.21,10,910
2,361,4,-2,65.36,7.4,45.14,9,910
2,257,4,-1,68.73,7,49.85,8,910
2,17,4,-1,72.55,6.2,57.17,6,910
2,654,0,-1,76.73,5.5,62.88,5,910
2,525,0,-1,81.21,4.7,72.37,3,910
2,292,0,-1,85.93,4,82.82,2,910
2,0,4,-1,90.82,3.5,89.04,1,910
2,0,4,-1,95.84,3,89.92,0,910
2,0,7,-1,100.95,2.7,89.92,0,910
2,0,7,-1,106.1,2.5,91.09,0,910
2,0,7,-1,111.24,2.1,91.08,0,910
2,0,7,-1,116.32,1.8,97.65,-1,910
2,0,7,-1,121.29,1.6,97.64,-1,910
2,0,7,-1,126.07,1.4,94.7,-1,910
2,0,7,-1,130.58,1.4,94.68,-1,910
2,0,1,-2,134.71,1.5,89.53,-1,910
2,0,4,-2,138.32,1.6,89.51,-1,910
2,0,7,-3,141.24,1.7,84.65,-1,910
2,0,7,-3,143.3,2,84.63,0,910
2,0,7,-3,144.33,2.3,82.32,0,910
2,0,4,-3,144.24,2.7,76.53,0,910
2,0,4,-3,143.04,3.1,76.46,0,910
2,0,7,-3,140.84,3.5,76.44,0,910
2,0,7,-3,137.79,3.9,77.28,0,910
2,0,4,-3,134.09,4.1,77.27,0,910
2,0,4,-3,129.89,4.3,79.2,0,910
2,0,4,-3,125.32,4.3,79.19,0,910
2,0,4,-2,120.5,4.4,82.41,0,910
2,0,4,-2,115.5,4.4,82.39,0,910
2,0,4,-1,110.4,4.4,86.6,0,910
2,0,1,-1,105.25,4.4,86.59,0,910
2,0,1,-1,100.09,4.4,90.67,0,910
2,0,1,-1,94.98,4.5,90.67,0,910
2,0,4,-1,89.96,4.7,92.29,0,910
2,330,4,-1,85.07,4.8,92.31,0,910
2,515,1,0,80.37,4.9,86.84,1,910
2,635,0,0,75.91,5,86.85,2,910
2,715,1,0,71.76,5.2,82.52,3,910
2,239,4,0,67.98,5.8,76.88,3,910
2,0,4,0,64.65,6.4,71.81,4,910
2,0,8,0,61.85,6.7,71.81,4,910
2,0,4,-1,59.68,7,69.68,4,910
2,0,7,-1,58.2,7.2,69.67,4,910
2,0,7,-1,57.47,7.4,67.48,5,910
2,0,7,-1,57.52,7.5,67.48,5,910
2,0,7,-1,58.35,7.6,65.58,5,910
2,0,4,-1,59.92,7.5,65.59,4,910
2,0,4,-2,62.18,7.5,64.05,4,910
2,0,4,-2,65.04,7.1,68.72,4,910
2,0,4,-2,68.43,6.7,67.92,4,910
2,265,4,-2,72.26,5.6,72.93,3,910
2,0,4,-2,76.46,4.5,74.18,2,910
2,0,4,-2,80.95,4.2,79.7,1,910
2,0,4,-1,85.67,4,87.46,0,910
2,0,7,-1,90.57,4.2,87.47,0,910
2,0,8,-1,95.6,4.4,91.11,0,920
2,0,8,-1,100.71,4.6,91.13,0,920
2,0,4,-1,105.86,4.8,91.23,0,920
2,0,4,-1,111,4.9,91.26,0,920
2,0,8,-2,116.07,5.1,92.8,0,920
2,0,4,-2,121.03,5,92.85,0,920
2,0,8,-3,125.81,4.9,88.56,-1,920
2,0,4,-3,130.3,4.8,88.6,-1,920
2,0,4,-5,134.42,4.7,82.32,-2,920
2,0,4,-5,138.01,4.8,82.35,-2,920
2,0,7,-7,140.91,5,71.7,-3,920
2,0,7,-7,142.95,5.2,71.73,-3,920
2,0,7,-8,143.97,5.5,68.3,-4,920
2,0,4,-8,143.88,5.6,68.32,-4,920
2,0,4,-10,142.69,5.7,61.86,-4,920
2,0,4,-10,140.49,5.7,61.88,-4,920
2,0,7,-11,137.46,5.8,61.96,-5,920
2,0,7,-11,133.77,5.9,61.98,-5,920
2,0,7,-12,129.58,6,62.43,-5,920
2,0,6,-12,125.03,6,62.45,-5,920
2,0,6,-12,120.21,6,62.52,-6,920
2,0,7,-12,115.22,6,62.54,-6,920
2,0,7,-13,110.12,6,62.44,-7,920
2,0,7,-13,104.97,5.9,62.46,-7,920
2,0,7,-14,99.82,5.9,62.43,-8,920
2,0,6,-14,94.7,5.8,62.46,-8,920
2,0,7,-15,89.67,5.8,57.75,-9,920
2,0,7,-15,84.78,5.8,57.77,-8,930
2,0,7,-16,80.07,5.8,54.14,-8,930
2,35,6,-16,75.61,5.8,50.1,-8,930
2,409,7,-17,71.44,5.9,47.61,-8,930
2,533,7,-17,67.65,5.9,47.63,-8,930
2,376,4,-17,64.31,6,45.39,-8,930
2,435,4,-17,61.51,6.1,45.4,-7,930
2,106,4,-18,59.32,6.2,43.44,-7,930
2,437,4,-18,57.84,6.3,40.21,-7,930
2,126,4,-18,57.1,6.4,38.31,-7,930
2,34,4,-18,57.16,6.4,38.31,-7,930
2,194,4,-19,57.99,6.5,36.58,-7,930
2,0,4,-19,59.58,6.5,36.58,-7,930
2,3,4,-19,61.85,6.5,34.77,-7,930
2,66,4,-19,64.73,6.4,34.78,-7,930
2,40,4,-20,68.13,6.4,32.79,-7,930
2,204,4,-20,71.98,6.2,32.8,-7,930
2,165,4,-21,76.18,6,33.39,-8,930
2,141,4,-21,80.68,5.6,36.11,-8,930
2,87,4,-21,85.42,5.2,38.06,-9,930
2,0,4,-21,90.32,4.9,38.08,-9,930
2,0,4,-21,95.36,4.6,42.36,-10,930
2,0,4,-21,100.47,4.5,42.38,-10,930
2,0,1,-21,105.62,4.5,44.89,-11,930
2,0,1,-21,110.76,4.5,44.91,-11,930
2,0,4,-22,115.83,4.5,46.29,-12,930
2,0,1,-22,120.78,4.4,46.31,-12,930
2,0,1,-22,125.54,4.4,48.37,-13,930
2,0,4,-22,130.03,4.2,48.39,-13,930
2,0,4,-22,134.12,4.1,47.37,-14,930
2,0,0,-22,137.7,3.9,47.38,-14,930
2,0,0,-23,140.58,3.7,50.39,-15,930
2,0,0,-23,142.61,3.4,50.4,-15,940
2,0,0,-23,143.61,3.1,53.86,-15,940
2,0,0,-23,143.52,2.7,53.87,-15,940
2,0,0,-23,142.33,2.4,53.75,-16,940
2,0,0,-23,140.14,2.1,53.75,-16,940
2,0,0,-23,137.12,1.8,58.49,-17,940
2,0,0,-23,133.45,1.6,58.49,-17,940
2,0,0,-23,129.27,1.4,63.13,-17,940
2,0,0,-23,124.73,1.2,63.13,-17,940
2,0,0,-23,119.92,1,63.17,-18,940
2,0,0,-23,114.94,0.7,63.17,-18,940
2,0,0,-23,109.84,0.4,68.92,-18,940
2,0,0,-23,104.69,0.3,68.92,-18,940
2,0,0,-23,99.53,0.2,67.66,-19,940
2,0,0,-23,94.42,0.5,62.15,-18,940
2,0,0,-23,89.38,0.9,60.64,-18,940
2,515,4,-23,84.49,1.5,55.74,-17,940
2,694,0,-23,79.77,2.1,55.46,-16,940
2,799,0,-23,75.29,2.4,51.01,-15,940
2,873,1,-23,71.12,2.8,46.9,-15,940
2,497,4,-23,67.32,2.9,43.2,-14,940
2,956,0,-23,63.97,3.1,43.76,-13,940
2,979,0,-23,61.15,3.1,40.33,-12,940
2,992,0,-23,58.96,3.2,37.66,-12,940
2,1002,0,-23,57.47,3.1,34.75,-11,940
2,1006,0,-23,56.74,3.1,35.05,-11,940
2,1006,0,-23,56.8,3,32.36,-10,940
2,1001,0,-23,57.64,2.9,32.44,-10,940
2,990,0,-23,59.24,2.8,29.98,-9,940
2,972,0,-23,61.52,2.7,30.04,-9,940
2,948,0,-23,64.41,2.5,30.03,-9,940
2,914,0,-23,67.83,2.3,30.04,-9,940
2,865,0,-23,71.69,2,30.04,-9,940
2,795,0,-23,75.91,1.8,32.2,-10,940
2,686,0,-23,80.42,1.2,32.2,-10,940
2,503,0,-21,85.16,0.6,43.43,-11,940
2,0,0,-21,90.07,0.4,43.44,-11,940
2,0,0,-22,95.12,0.2,41.21,-11,940
2,0,0,-22,100.23,0.5,41.21,-12,940
2,0,0,-21,105.38,0.9,48.6,-13,940
2,0,0,-21,110.52,1.1,48.6,-13,940
2,0,0,-21,115.58,1.3,53.56,-14,940
2,0,0,-21,120.53,1.6,53.55,-14,940
2,0,0,-21,125.28,2,55.68,-14,940
2,0,0,-21,129.75,2.4,51.27,-14,930
2,0,0,-21,133.83,2.8,50.96,-14,930
2,0,0,-21,137.38,3,50.94,-14,930
2,0,0,-21,140.25,3.4,52.64,-14,930
2,0,0,-21,142.25,3.5,52.62,-14,930
2,0,0,-21,143.25,3.7,55.01,-14,930
2,0,0,-21,143.15,3.8,54.98,-14,930
2,0,0,-20,141.96,3.9,57.04,-14,930
2,0,0,-20,139.79,3.8,57.01,-14,930
2,0,0,-20,136.78,3.8,59.01,-14,930
2,0,0,-20,133.12,3.8,58.97,-14,930
2,0,0,-19,128.96,3.9,61.26,-14,930
2,0,0,-19,124.43,4.2,61.22,-13,930
2,0,0,-19,119.63,4.6,64.02,-13,930
2,0,0,-19,114.65,4.7,58.98,-13,930
2,0,0,-18,109.56,4.9,61.77,-13,930
2,0,7,-18,104.41,5,56.96,-12,930
2,0,7,-18,99.25,5.2,58.98,-12,930
2,0,7,-18,94.13,5.4,54.42,-11,930
2,0,7,-18,89.09,5.7,56.15,-11,930
2,126,7,-18,84.19,5.8,51.84,-9,930
2,185,7,-17,79.46,6,50.37,-8,930
2,270,7,-17,74.98,6.2,43.1,-6,930
2,148,7,-16,70.79,6.4,38.9,-5,930
2,380,7,-16,66.98,7,33.46,-3,920
2,473,7,-16,63.62,7.6,30.94,-2,920
2,453,7,-16,60.8,7.8,28.73,-1,920
2,512,7,-16,58.6,8.1,27.43,0,920
2,497,7,-16,57.11,8.3,27.41,0,920
2,394,6,-16,56.37,8.5,26.68,1,920
2,708,7,-16,56.43,8.7,24.82,2,920
2,609,4,-14,57.28,9,25.44,3,920
2,178,7,-14,58.89,8.9,25.42,4,920
2,315,7,-12,61.19,8.9,28.34,5,920
2,270,7,-12,64.1,8.3,28.33,5,920
2,327,8,-9,67.53,7.7,37.66,5,920
2,358,7,-9,71.4,6.9,40.41,4,920
2,590,8,-5,75.63,6.2,51.97,3,920
2,452,8,-5,80.16,5.4,59.95,1,920
2,394,0,-4,84.91,4.7,73.41,0,920
2,0,7,-4,89.83,4.4,73.43,0,920
2,0,7,-3,94.87,4.1,82.15,0,920
2,0,7,-3,99.99,4.1,82.17,-1,920
2,0,1,-3,105.14,4.2,89.6,-2,920
2,0,0,-3,110.27,4.3,89.61,-2,920
2,0,0,-3,115.34,4.4,97.69,-2,920
2,0,0,-3,120.27,4.5,97.7,-2,920
2,0,0,-3,125.01,4.7,98.77,-3,920
2,0,0,-3,129.47,4.9,98.77,-3,920
2,0,0,-3,133.53,5.1,98.8,-3,920
2,0,0,-3,137.07,5.3,98.8,-3,920
2,0,4,-3,139.91,5.5,97.53,-3,920
2,0,4,-3,141.9,5.5,97.52,-3,920
2,0,1,-3,142.89,5.6,95.56,-3,920
2,0,1,-3,142.78,5.5,95.55,-3,920
2,0,1,-3,141.6,5.5,93.33,-3,920
2,0,0,-3,139.43,5.3,93.31,-3,920
2,0,1,-4,136.44,5.1,91.97,-3,920
2,0,0,-4,132.79,4.8,91.96,-3,920
2,0,0,-4,128.64,4.5,98.11,-3,920
2,0,0,-4,124.12,4.2,98.1,-3,920
2,0,4,-4,119.33,4,96.81,-3,920
2,0,0,-4,114.36,3.8,96.8,-3,920
2,0,0,-4,109.27,3.6,96.74,-4,920
2,0,0,-4,104.12,3.3,96.73,-4,920
2,0,0,-4,98.96,3.1,98.24,-4,920
2,0,4,-4,93.84,3.2,91.16,-3,920
2,0,4,-3,88.8,3.4,92.9,-3,920
2,0,7,-3,83.89,3.6,86.25,-2,920
2,29,4,-3,79.15,3.8,83.62,-1,920
2,115,7,-3,74.66,3.8,77.71,0,920
2,127,4,-2,70.46,3.9,75.05,1,920
2,0,4,-2,66.64,4,69.82,2,920
2,153,4,-2,63.27,4.2,66.24,4,920
2,159,4,-2,60.44,4.5,61.7,5,920
2,474,4,-2,58.23,4.8,53.78,6,920
2,612,7,-2,56.74,4.9,53.73,7,910
2,449,7,-2,56,5.1,50.52,8,910
2,134,7,-2,56.07,4.9,50.48,8,910
2,194,7,-2,56.93,4.8,48.55,8,910
2,46,7,-2,58.54,4,51.94,7,910
2,67,7,0,60.86,3.2,56.91,7,910
2,91,7,0,63.78,2.5,60.93,6,910
2,248,7,0,67.23,1.8,69.93,5,910
2,103,7,0,71.11,1.8,74.97,4,910
2,155,6,0,75.36,1.9,77.16,3,910
2,106,6,0,79.89,2,82.83,2,910
2,52,6,0,84.65,2.3,93.19,2,910
2,0,6,0,89.58,2.4,93.17,1,910
2,0,6,1,94.63,2.5,100,1,910
2,0,6,0,99.75,2.4,100,1,910
2,0,7,0,104.9,2.4,100,1,910
2,0,6,0,110.03,2.4,100,0,910
2,0,6,0,115.09,2.5,100,0,910
2,0,6,0,120.02,2.7,100,0,910
2,0,6,0,124.75,2.9,100,0,910
2,0,6,0,129.19,2.9,100,0,910
2,0,6,0,133.24,2.9,99.58,0,910
2,0,6,0,136.75,2.9,99.6,0,910
2,0,6,0,139.58,3,95.37,0,910
2,0,6,0,141.55,3.2,95.4,0,910
2,0,6,-1,142.52,3.4,91.26,0,910
2,0,6,-1,142.41,3.6,91.3,0,910
2,0,7,-2,141.23,3.8,91.15,0,910
2,0,7,-2,139.07,4.1,91.19,-1,910
2,0,7,-4,136.09,4.6,86,-2,910
2,0,7,-4,132.46,5.1,86.06,-2,910
2,0,7,-6,128.32,5.6,76.1,-3,910
2,0,7,-6,123.81,5.9,82.08,-3,920
2,0,7,-8,119.03,6.3,75.35,-4,920
2,0,7,-8,114.06,6.2,75.4,-4,920
2,0,7,-10,108.97,6.2,72.22,-5,920
2,0,7,-10,103.83,6,72.27,-5,920
2,0,6,-11,98.67,5.9,70.37,-6,920
2,0,7,-11,93.54,5.8,70.42,-6,920
2,0,7,-12,88.5,5.7,63.86,-7,920
2,0,7,-12,83.58,5.6,63.9,-7,920
2,0,8,-13,78.84,5.6,63.7,-7,920
2,0,4,-13,74.34,5.6,63.74,-7,920
2,95,4,-14,70.13,5.6,60.23,-7,920
2,9,7,-14,66.3,5.6,60.25,-7,920
2,0,7,-14,62.92,5.7,57.19,-7,920
2,0,7,-14,60.08,5.7,57.21,-7,920
2,0,7,-15,57.87,5.7,54.69,-7,920
2,13,7,-15,56.36,5.7,50.64,-7,930
2,59,7,-16,55.63,5.8,48.7,-7,930
2,0,7,-15,55.7,5.9,48.71,-7,930
2,0,8,-16,56.57,6,46.88,-7,930
2,25,8,-16,58.2,6.1,46.91,-7,930
2,150,8,-16,60.52,6.2,48.73,-7,930
2,340,7,-16,63.46,6.1,48.75,-7,930
2,314,7,-17,66.92,6.1,46.81,-8,930
2,229,7,-17,70.82,5.9,46.84,-8,930
2,290,4,-17,75.08,5.8,48.85,-9,930
2,241,4,-17,79.63,5.6,48.87,-9,930
2,177,8,-18,84.4,5.5,51.03,-10,930
2,0,4,-18,89.33,5.4,51.06,-10,930
2,0,4,-18,94.39,5.3,52.61,-10,930
2,0,4,-18,99.51,5.1,52.63,-10,930
2,0,4,-19,104.66,5,53.17,-11,930
2,0,4,-19,109.79,4.6,53.19,-12,930
2,0,1,-20,114.84,4.3,53.58,-13,930
2,0,1,-20,119.76,4,53.59,-13,930
2,0,1,-21,124.48,3.7,54.79,-14,930
2,0,1,-21,128.91,3.4,54.81,-14,930
2,0,1,-21,132.94,3.2,56.97,-15,930
2,0,1,-21,136.43,3,56.98,-15,930
2,0,0,-21,139.24,2.9,60.37,-16,930
2,0,1,-21,141.19,2.7,60.37,-16,930
2,0,1,-22,142.15,2.6,64.52,-17,930
2,0,0,-22,142.04,2.5,64.52,-17,930
2,0,0,-22,140.86,2.4,69.05,-17,930
